Delivery Start (CET);Delivery End (CET);SE1 High Price (EUR/MWh);SE1 Low Price (EUR/MWh);SE1 Open Price (EUR/MWh);SE1 Close Price (EUR/MWh);SE1 Average Price (EUR/MWh);SE1 Volume (MW);SE1 Buy Volume (MW);SE1 Sell Volume (MW);SE1 Average Price Last 3 H (EUR/MWh);SE1 Open Trade Time (CET);SE1 Close Trade Time (CET);SE2 High Price (EUR/MWh);SE2 Low Price (EUR/MWh);SE2 Open Price (EUR/MWh);SE2 Close Price (EUR/MWh);SE2 Average Price (EUR/MWh);SE2 Volume (MW);SE2 Buy Volume (MW);SE2 Sell Volume (MW);SE2 Average Price Last 3 H (EUR/MWh);SE2 Open Trade Time (CET);SE2 Close Trade Time (CET);SE3 High Price (EUR/MWh);SE3 Low Price (EUR/MWh);SE3 Open Price (EUR/MWh);SE3 Close Price (EUR/MWh);SE3 Average Price (EUR/MWh);SE3 Volume (MW);SE3 Buy Volume (MW);SE3 Sell Volume (MW);SE3 Average Price Last 3 H (EUR/MWh);SE3 Open Trade Time (CET);SE3 Close Trade Time (CET);SE4 High Price (EUR/MWh);SE4 Low Price (EUR/MWh);SE4 Open Price (EUR/MWh);SE4 Close Price (EUR/MWh);SE4 Average Price (EUR/MWh);SE4 Volume (MW);SE4 Buy Volume (MW);SE4 Sell Volume (MW);SE4 Average Price Last 3 H (EUR/MWh);SE4 Open Trade Time (CET);SE4 Close Trade Time (CET)
20.02.2024 20:00:00;20.02.2024 21:00:00;42.4;30;42.06;30;34.56;144.6;76.8;102.8;32.04;19.02.2024 21:34:00;20.02.2024 18:27:11;43.3;30;42.06;31.9;35.87;185.2;110.1;126.4;31.63;19.02.2024 21:34:00;20.02.2024 18:59:52;61.99;48.02;51.07;53;55.73;318.2;174.1;156.2;55.79;19.02.2024 15:00:01;20.02.2024 18:56:25;61.99;53.42;55.47;53.42;57.37;124.7;119.7;6.5;57.2;20.02.2024 12:29:46;20.02.2024 18:56:04
20.02.2024 21:00:00;20.02.2024 22:00:00;43.4;31.5;41.9;32.38;38.28;117.5;50.4;94.1;32.73;20.02.2024 08:53:58;20.02.2024 19:25:54;43.4;28;43.1;39.98;35.12;195.8;72.8;140;31.24;20.02.2024 08:50:26;20.02.2024 19:59:30;59.4;50;52.94;55.88;55.1;198.9;73.6;141;55.87;20.02.2024 15:21:24;20.02.2024 19:54:57;66;49.5;49.5;66;54.49;110.9;109.6;10.4;56.98;20.02.2024 15:00:49;20.02.2024 19:57:58
20.02.2024 22:00:00;20.02.2024 23:00:00;53.59;25;42;25;41.56;289.6;66;223.6;35.28;19.02.2024 15:53:59;20.02.2024 20:59:04;53.59;25;47.78;25;39.98;373.3;70.4;316.9;36.63;19.02.2024 15:00:00;20.02.2024 20:59:04;56.1;25.1;41.98;25.1;39.83;328.9;206.7;158.1;36.77;19.02.2024 15:53:59;20.02.2024 20:59:04;53.59;26;53.36;26.5;42.25;172.7;163.3;18.2;39.7;19.02.2024 18:00:25;20.02.2024 20:57:54
20.02.2024 23:00:00;21.02.2024 00:00:00;45.08;30.1;44.01;33;41.42;319.8;74.5;250;35.74;20.02.2024 10:13:42;20.02.2024 21:59:00;51.26;28.15;46.52;33;39.06;599.5;177;423.8;32.87;19.02.2024 15:00:00;20.02.2024 21:59:00;49.95;30.1;38.25;38;39.33;437.7;275;220;34.42;19.02.2024 16:31:42;20.02.2024 21:49:06;46.85;31;39.2;33;39;196.6;178.2;25.6;34.37;19.02.2024 15:02:00;20.02.2024 21:53:10
21.02.2024 00:00:00;21.02.2024 01:00:00;46;30;46;30;41.49;311.3;75;241.3;37.47;20.02.2024 15:00:06;20.02.2024 22:59:01;46;28.9;45.5;35.4;40.34;462.4;270.6;314.3;36.12;20.02.2024 15:00:00;20.02.2024 22:59:05;52.26;30;46;35.4;41.55;319.5;179;172.7;36.6;20.02.2024 15:00:06;20.02.2024 22:59:05;47.89;37.77;46;37.77;41.8;64.7;23.2;45;38.41;20.02.2024 15:00:08;20.02.2024 22:13:55
21.02.2024 01:00:00;21.02.2024 02:00:00;42.8;29;40;29;37.96;256.3;63;196.6;35.08;20.02.2024 15:00:18;20.02.2024 23:59:33;43;27.2;43;27.2;37.46;299.4;126.3;207.8;35.49;20.02.2024 15:00:02;20.02.2024 23:59:31;45.16;30.5;44;30.5;39.38;325.1;113.9;236.6;35.27;20.02.2024 15:00:00;20.02.2024 23:59:03;41;32.89;39.2;36.79;37.58;44.5;12.4;32.2;35.01;20.02.2024 17:02:01;20.02.2024 23:59:00
21.02.2024 02:00:00;21.02.2024 03:00:00;44.1;30.2;44.1;30.2;37.36;181.3;21;160.3;33.36;20.02.2024 15:00:14;21.02.2024 00:59:25;42.5;30;41.88;36.82;35.71;286.1;151.9;139.5;34.66;20.02.2024 15:09:50;21.02.2024 00:59:25;44.8;30;44;36.82;39.71;367.3;162.1;205.2;34.56;20.02.2024 15:00:00;21.02.2024 00:59:25;44.8;30.7;44.8;32.77;39.51;88;23;66.6;34.84;20.02.2024 19:13:04;21.02.2024 00:58:13
21.02.2024 03:00:00;21.02.2024 04:00:00;42.44;28.72;42.44;29.11;34.52;200.3;3.1;197.2;31.03;20.02.2024 15:00:18;21.02.2024 01:59:17;42.04;22.1;41.13;29.11;34.69;331.4;189.7;164;31.77;20.02.2024 15:01:57;21.02.2024 01:59:17;43.76;28.15;42.5;35.69;38.3;350.5;161.7;194.9;32.19;20.02.2024 15:00:00;21.02.2024 01:56:42;44.02;27.95;44;35.69;37.45;109.3;11.6;97.7;31.59;20.02.2024 17:28:02;21.02.2024 01:56:42
21.02.2024 04:00:00;21.02.2024 05:00:00;44.4;30.94;42.34;41;36.74;308;27.5;280.5;35.66;20.02.2024 15:00:18;21.02.2024 02:58:39;44.02;30;42.5;37.95;38.19;471.6;192.3;279.3;36.66;20.02.2024 15:00:00;21.02.2024 02:59:17;44.87;30.2;42.34;37;39.11;321;203.8;128.5;35.52;20.02.2024 15:00:18;21.02.2024 02:59:17;44.87;33.31;40.14;37.95;38.89;139.3;34.7;108;36.01;20.02.2024 17:02:06;21.02.2024 02:59:17
21.02.2024 05:00:00;21.02.2024 06:00:00;44.65;30.35;44.65;30.35;37.42;121.9;0.7;121.2;33.17;20.02.2024 15:00:18;21.02.2024 03:41:14;44.51;20.32;44.51;20.32;37.58;490;292.9;200.4;33.39;20.02.2024 15:00:50;21.02.2024 03:59:13;46.89;23.89;44.65;23.89;39.38;287.1;160.5;146.5;33.89;20.02.2024 15:00:18;21.02.2024 03:59:00;48.81;23.89;44.3;23.89;38.39;72.3;28.1;44.2;33.27;20.02.2024 15:01:54;21.02.2024 03:59:00
21.02.2024 06:00:00;21.02.2024 07:00:00;43.12;26.09;42.74;29.99;35.17;220.7;4.5;216.2;33.29;20.02.2024 15:00:18;21.02.2024 04:59:10;45;25.02;41;25.02;37.69;217;105.4;113.2;32.23;20.02.2024 15:55:21;21.02.2024 04:57:01;52.29;27.1;42.74;29.99;42.04;262.2;123.2;140.4;38.68;20.02.2024 15:00:18;21.02.2024 04:59:10;47.1;25.02;34.9;25.02;41.9;100.8;29;71.8;40.63;20.02.2024 15:02:00;21.02.2024 04:55:30
21.02.2024 07:00:00;21.02.2024 08:00:00;56.63;27.9;55.55;40.9;40.97;267.5;14.2;255.3;37.18;20.02.2024 15:00:18;21.02.2024 05:57:39;73.95;27.9;41;40.9;46.71;153.1;45.7;110.7;39.8;20.02.2024 15:55:21;21.02.2024 05:57:39;66.83;49.39;55.55;52.54;54.97;437.6;233.1;210.5;56.57;20.02.2024 15:00:18;21.02.2024 05:59:37;63;49.99;54.1;53.39;54.76;148.6;39;110.8;55.76;20.02.2024 15:02:13;21.02.2024 05:57:54
21.02.2024 08:00:00;21.02.2024 09:00:00;55.3;39.36;55.3;40;46.79;286.3;63.9;253.2;41.17;20.02.2024 15:00:18;21.02.2024 06:59:00;52.08;39.2;41;40;45.41;121.5;27.7;102.9;42.08;20.02.2024 15:55:21;21.02.2024 06:59:52;64.8;40;55.3;40;53.73;363.5;198.4;180.9;54.17;20.02.2024 15:00:18;21.02.2024 06:59:00;63.43;40;55;40;54.69;109.8;48.8;62.2;55.24;20.02.2024 15:03:21;21.02.2024 06:59:00
21.02.2024 09:00:00;21.02.2024 10:00:00;59.01;40.02;59.01;47;50.08;381.8;107;299.5;47.99;20.02.2024 15:00:18;21.02.2024 07:56:46;57.69;40.1;50;47.79;47.58;172.7;47.7;127.3;45.63;21.02.2024 00:17:34;21.02.2024 07:59:00;59.95;40.02;59.01;47.79;51.45;294.6;131;173.7;46.26;20.02.2024 15:00:18;21.02.2024 07:59:00;59.98;40.16;59.98;49.99;54.36;57.8;37.2;20.6;47.65;20.02.2024 16:17:53;21.02.2024 07:59:17
21.02.2024 10:00:00;21.02.2024 11:00:00;55.56;40;55.56;40;48.75;280.6;76.5;205.1;45.07;20.02.2024 15:00:18;21.02.2024 08:58:51;56;41.6;56;42.6;47.01;196.6;46.5;154.9;45.15;20.02.2024 18:00:24;21.02.2024 08:59:06;57.98;43.7;55.56;45;49.75;390.3;268.2;134.1;45.75;20.02.2024 15:00:18;21.02.2024 08:57:17;57.98;44.12;57.98;44.78;52.39;64.4;46.9;18.1;46.31;20.02.2024 16:18:54;21.02.2024 08:55:01
21.02.2024 11:00:00;21.02.2024 12:00:00;55.35;40.8;55.35;46.92;47.11;145.9;24;121.9;44.52;20.02.2024 15:00:18;21.02.2024 09:58:22;58.4;40;58.4;46.58;46.24;188.7;38.4;151.3;43.58;20.02.2024 16:19:40;21.02.2024 09:59:04;57.93;40.8;55.35;48;48;528.3;260;290.9;45.09;20.02.2024 15:00:18;21.02.2024 09:59:31;58.4;42.39;58;44;48.95;84.9;62.1;23.2;44.65;20.02.2024 16:19:40;21.02.2024 09:59:04
21.02.2024 12:00:00;21.02.2024 13:00:00;51.74;44.2;51.74;46.91;47.75;139.4;42.8;98.6;47.31;20.02.2024 15:00:18;21.02.2024 10:59:00;51.7;42.11;46.75;51.7;46.39;245.4;82;171.2;47.18;20.02.2024 18:36:46;21.02.2024 10:59:57;53.03;42.01;51.74;48.5;47.93;421.2;302.3;125.9;47.59;20.02.2024 15:00:18;21.02.2024 10:57:17;53.98;45.01;53.98;47.25;46.62;116.9;80.6;37.8;46.95;20.02.2024 16:20:18;21.02.2024 10:54:08
21.02.2024 13:00:00;21.02.2024 14:00:00;49.99;45;49.99;45;48;116.1;32.4;85.1;47.45;20.02.2024 15:00:18;21.02.2024 11:59:05;51.6;44.1;45.55;48.99;47.01;229.7;96.3;133.7;48.54;20.02.2024 18:25:06;21.02.2024 11:59:06;52.67;44.1;49.99;48.99;48.23;498.5;323.9;183.8;48.6;20.02.2024 15:00:18;21.02.2024 11:59:06;52.5;45;49.69;47;48.34;228.4;150.2;80.9;49.45;20.02.2024 17:15:26;21.02.2024 11:56:31
21.02.2024 14:00:00;21.02.2024 15:00:00;54;44.1;54;45.1;49.48;150.7;26.6;125.3;48.62;20.02.2024 15:00:18;21.02.2024 12:58:27;50.62;42;47.64;46.5;47.07;136.6;78.8;57.9;48.72;21.02.2024 04:11:31;21.02.2024 12:59:21;55;42;54;48;49.04;478.8;357.8;134.2;48.79;20.02.2024 15:00:18;21.02.2024 12:59:01;53.98;44.65;53.98;48;48.75;131.3;69.9;70.4;48.61;20.02.2024 15:00:21;21.02.2024 12:59:01
21.02.2024 15:00:00;21.02.2024 16:00:00;55.6;48.32;53.5;52.66;51.33;220.5;78.7;141.8;53.68;20.02.2024 15:00:18;21.02.2024 13:55:44;55.69;42;49.67;55;51.3;164.9;58.4;107.5;53.82;20.02.2024 21:09:58;21.02.2024 13:59:47;55.1;42;53.5;54.85;51.84;313.6;206.9;114.2;52.65;20.02.2024 15:00:18;21.02.2024 13:59:00;55;47.6;53.5;54.88;52.01;149.5;69.1;86.4;53.16;20.02.2024 15:00:21;21.02.2024 13:59:37
21.02.2024 16:00:00;21.02.2024 17:00:00;58.88;50.23;55.72;56.33;55.18;130.2;25.1;106.1;57.32;20.02.2024 15:00:18;21.02.2024 14:59:00;59.28;42;52.26;58.9;53.99;166.9;91.3;78.6;56.28;20.02.2024 21:10:08;21.02.2024 14:59:00;59.01;42;55.72;59.01;54.96;303.9;210.4;100.5;56.31;20.02.2024 15:00:18;21.02.2024 14:57:22;61.19;50.63;50.63;60;55.45;76.1;42.6;34.9;58.53;21.02.2024 07:53:33;21.02.2024 14:57:15
21.02.2024 17:00:00;21.02.2024 18:00:00;69.82;55.74;58.52;64.97;62.3;270.2;68.7;201.5;67.84;20.02.2024 15:00:18;21.02.2024 15:59:48;77;42;55.74;70;60.37;221.8;72.9;152.9;69.55;20.02.2024 21:10:18;21.02.2024 15:57:03;75;42;58.52;75;63.45;414.8;254.6;166.7;68.49;20.02.2024 15:00:18;21.02.2024 15:59:55;77;55.64;59.74;74;61.38;102;63.5;39.9;67.26;21.02.2024 08:24:02;21.02.2024 15:59:01
21.02.2024 18:00:00;21.02.2024 19:00:00;70;54.85;54.85;65.45;59.62;283.5;74.5;210.6;63.64;20.02.2024 15:00:18;21.02.2024 16:54:24;71.73;42;54.85;71;57.06;208.7;60.3;150;63.68;20.02.2024 21:10:26;21.02.2024 16:59:05;75;42;54.85;69.7;60.45;453.5;253.3;240.4;65.06;20.02.2024 15:00:18;21.02.2024 16:59:51;84.41;59.98;64.89;75;68.9;68.3;49.8;43.7;70.58;21.02.2024 08:40:00;21.02.2024 16:59:24
21.02.2024 19:00:00;21.02.2024 20:00:00;66.38;51.7;55;63.36;55.78;248;125;126.2;58;20.02.2024 15:00:18;21.02.2024 17:59:25;68.33;42;55.98;57.49;53.76;196;54.2;145.8;57.6;20.02.2024 16:39:38;21.02.2024 17:59:46;71.79;42;55;66.5;56.39;506.9;237.6;273.7;58.63;20.02.2024 15:00:18;21.02.2024 17:59:39;90.8;61;62.3;86.57;70.17;77.1;45;39.1;80.93;21.02.2024 12:57:48;21.02.2024 17:55:23
21.02.2024 20:00:00;21.02.2024 21:00:00;60.91;47.11;51.78;51.99;51.22;206.9;80.2;126.7;54.63;20.02.2024 15:00:18;21.02.2024 18:59:17;61.25;42;42;49.1;49.93;113.9;14.7;99.2;54.76;21.02.2024 07:40:44;21.02.2024 18:56:56;62.35;42;51.78;50.99;53.31;670.7;344.6;374.5;54.61;20.02.2024 15:00:18;21.02.2024 18:59:00;70.2;50.02;51.77;54.9;58.84;137.6;99.2;47.6;60.39;20.02.2024 15:00:21;21.02.2024 18:56:14
21.02.2024 21:00:00;21.02.2024 22:00:00;52.01;41.14;48.69;48.98;45.8;219.7;92.4;127.3;49.93;20.02.2024 15:00:18;21.02.2024 19:54:27;55.88;38;41.14;49;44.11;251.4;46.9;204.7;47.82;20.02.2024 21:10:44;21.02.2024 19:54:26;51.01;38;48.69;47.1;46.49;554.9;270.2;328.6;47.69;20.02.2024 15:00:18;21.02.2024 19:59:52;59.62;42.87;48.64;48.39;47.68;116.8;112.7;26.1;46.66;20.02.2024 15:00:21;21.02.2024 19:30:20
21.02.2024 22:00:00;21.02.2024 23:00:00;49.45;38;39.36;49;42.13;384;123.5;271.7;46.44;20.02.2024 15:00:18;21.02.2024 20:57:49;51.71;38;38;51.32;42.93;318.9;51;267.9;46.14;20.02.2024 23:04:13;21.02.2024 20:54:23;49.41;38;39.36;49;43.24;582.2;339.3;263.2;45.01;20.02.2024 15:00:18;21.02.2024 20:57:49;49;39.55;41.6;45.14;43.14;122.2;93.9;28.3;44.57;20.02.2024 23:00:25;21.02.2024 20:33:45
21.02.2024 23:00:00;22.02.2024 00:00:00;44.4;34.38;40.79;36.16;38.85;347.9;141.4;206.5;38.82;20.02.2024 15:00:18;21.02.2024 21:46:36;46.7;34.38;36.4;40.19;38.87;464;124.4;339.7;38.38;20.02.2024 16:57:55;21.02.2024 21:57:36;44.94;34.38;40.79;41.1;39.28;449.6;296.5;158.2;39.43;20.02.2024 15:00:18;21.02.2024 21:57:57;44.54;34.38;40.79;34.38;39;177.7;152.4;30.9;38.54;20.02.2024 15:00:21;21.02.2024 21:45:16
22.02.2024 00:00:00;22.02.2024 01:00:00;33.44;29.04;33.11;31.65;31.38;33.9;8.8;25.1;31.63;21.02.2024 18:55:08;21.02.2024 22:50:29;35.29;23;23;34.11;30.43;196.7;150.6;46.1;31.11;21.02.2024 15:04:10;21.02.2024 22:59:00;34.96;28.33;30.22;34;31.15;187.2;64.1;124.2;31.42;21.02.2024 15:38:24;21.02.2024 22:59:00;33.85;26.87;33.09;31.28;31.38;69.6;14.3;55.3;31.49;21.02.2024 17:39:09;21.02.2024 22:53:10
22.02.2024 01:00:00;22.02.2024 02:00:00;31.8;25.21;30.4;26.18;28.59;49.7;19.6;30.1;29.4;21.02.2024 15:37:10;21.02.2024 23:33:49;32.45;23;23;25.4;27.3;230.4;136.9;93.9;27.47;21.02.2024 15:04:10;21.02.2024 23:59:58;32.21;25.29;30;27.25;28.51;130.9;60.7;75.2;29.87;21.02.2024 15:41:06;21.02.2024 23:59:00;33;25.34;29.44;27.42;28.84;89.6;15.3;74.3;30.22;21.02.2024 16:48:49;21.02.2024 23:55:30
22.02.2024 02:00:00;22.02.2024 03:00:00;32;25.09;30.1;29.19;28.9;96.4;36.5;59.9;29.26;21.02.2024 15:19:51;22.02.2024 00:54:26;33.08;23;33.08;30.81;28.6;234.9;87.7;148.2;28.48;21.02.2024 15:00:00;22.02.2024 00:56:04;33.39;25.1;30;26.09;28.15;180.3;64.9;115.8;28.09;21.02.2024 15:41:06;22.02.2024 00:59:00;32.6;25.1;29.3;26.09;27.93;68.3;9.4;58.9;27.47;21.02.2024 17:45:25;22.02.2024 00:59:00
22.02.2024 03:00:00;22.02.2024 04:00:00;33.45;26.1;31;29.94;29.19;151.4;8.1;143.3;29.27;21.02.2024 15:19:59;22.02.2024 01:18:38;34.5;23;34.08;34.5;29.54;419;208.8;211;29.24;21.02.2024 15:00:00;22.02.2024 01:59:04;33.69;25.96;30;27.66;29.59;183.4;37.3;146.1;29.06;21.02.2024 15:41:06;22.02.2024 01:59:00;35.08;25.75;35.08;27.95;30.44;68.8;12.9;56.2;30.77;21.02.2024 18:11:16;22.02.2024 01:59:04
22.02.2024 04:00:00;22.02.2024 05:00:00;37.6;23;33.9;28;32.79;249.8;59.6;190.2;29.13;21.02.2024 15:33:13;22.02.2024 02:59:37;38;23;33.9;23.6;32.04;347.7;273.3;86.7;29.72;21.02.2024 15:33:13;22.02.2024 02:59:06;39.38;23.25;33.89;26.41;31.1;422.9;180.5;243.1;31.78;21.02.2024 15:33:13;22.02.2024 02:59:04;39.38;23.22;33.89;23.6;31.98;123.2;67;63.8;32.58;21.02.2024 15:33:13;22.02.2024 02:59:06
22.02.2024 05:00:00;22.02.2024 06:00:00;42.54;22.44;32.3;22.44;33.02;219;15.3;203.7;35.99;21.02.2024 16:44:24;22.02.2024 03:56:35;38.05;22.44;38.05;26.8;30.67;350.8;244.4;119;25.1;21.02.2024 15:00:00;22.02.2024 03:59:46;33.72;22.44;30.01;25.01;28.84;110.1;34.1;76;26.49;21.02.2024 19:35:57;22.02.2024 03:59:43;33.64;25;32.29;25;29.46;29.4;8.6;25.5;28.64;21.02.2024 15:59:36;22.02.2024 03:21:05
22.02.2024 06:00:00;22.02.2024 07:00:00;39.2;24.91;33.85;30.29;33.7;106.5;31.4;75.1;31.44;21.02.2024 15:00:11;22.02.2024 04:59:00;41.8;22.6;41.8;30.29;37.16;199.6;65.7;146.6;30.62;21.02.2024 15:00:00;22.02.2024 04:59:00;38.06;22.6;33.85;29.99;31.83;82.4;65.4;27.9;28.86;21.02.2024 15:00:11;22.02.2024 04:59:00;32.6;22;32.6;30.29;25.88;9.2;0.5;9.2;25.49;21.02.2024 16:01:48;22.02.2024 04:59:00
22.02.2024 07:00:00;22.02.2024 08:00:00;34.92;28.5;34.45;28.5;32.14;127.6;106.4;31.2;29.05;21.02.2024 20:51:24;22.02.2024 05:59:00;34.92;25.3;34.45;28.5;31.97;149.4;54.2;119.1;29.61;21.02.2024 20:51:24;22.02.2024 05:59:00;75.1;52.2;75.1;54.92;60.84;147.9;57;108.8;56.28;21.02.2024 18:51:36;22.02.2024 05:59:00;78.71;56.98;73.99;78.71;62.61;30;23;20;62.49;21.02.2024 21:59:48;22.02.2024 05:42:01
22.02.2024 08:00:00;22.02.2024 09:00:00;37.32;31.19;34.64;31.19;34.06;107.6;86.5;22.2;33.67;21.02.2024 20:51:24;22.02.2024 06:56:36;37.32;31.19;34.64;34.64;34.21;156.9;79.9;122.1;34.19;21.02.2024 20:51:24;22.02.2024 06:59:00;75.29;62.03;75.29;65;67.74;235.7;104.1;190.7;65.97;21.02.2024 15:00:14;22.02.2024 06:59:00;79.94;67.19;76.07;67.19;74.4;6.7;6.1;5.7;74.4;22.02.2024 06:06:00;22.02.2024 06:56:48
