Delivery Start (CET);Delivery End (CET);SE1 High Price (EUR/MWh);SE1 Low Price (EUR/MWh);SE1 Open Price (EUR/MWh);SE1 Close Price (EUR/MWh);SE1 Average Price (EUR/MWh);SE1 Volume (MW);SE1 Buy Volume (MW);SE1 Sell Volume (MW);SE1 Average Price Last 3 H (EUR/MWh);SE1 Open Trade Time (CET);SE1 Close Trade Time (CET);SE2 High Price (EUR/MWh);SE2 Low Price (EUR/MWh);SE2 Open Price (EUR/MWh);SE2 Close Price (EUR/MWh);SE2 Average Price (EUR/MWh);SE2 Volume (MW);SE2 Buy Volume (MW);SE2 Sell Volume (MW);SE2 Average Price Last 3 H (EUR/MWh);SE2 Open Trade Time (CET);SE2 Close Trade Time (CET);SE3 High Price (EUR/MWh);SE3 Low Price (EUR/MWh);SE3 Open Price (EUR/MWh);SE3 Close Price (EUR/MWh);SE3 Average Price (EUR/MWh);SE3 Volume (MW);SE3 Buy Volume (MW);SE3 Sell Volume (MW);SE3 Average Price Last 3 H (EUR/MWh);SE3 Open Trade Time (CET);SE3 Close Trade Time (CET);SE4 High Price (EUR/MWh);SE4 Low Price (EUR/MWh);SE4 Open Price (EUR/MWh);SE4 Close Price (EUR/MWh);SE4 Average Price (EUR/MWh);SE4 Volume (MW);SE4 Buy Volume (MW);SE4 Sell Volume (MW);SE4 Average Price Last 3 H (EUR/MWh);SE4 Open Trade Time (CET);SE4 Close Trade Time (CET)
16.11.2024 06:00:00;16.11.2024 07:00:00;-5.8;-34;-5.8;-34;-23.23;56.5;46.1;10.8;-28.69;16.11.2024 00:30:22;16.11.2024 04:56:55;-2.75;-34;-7.4;-34;-17.6;92.3;66.5;27.6;-26.02;15.11.2024 22:54:46;16.11.2024 04:56:55;-12.22;-30.63;-12.5;-22.26;-19.91;58;24.8;33.9;-23.73;15.11.2024 19:20:50;16.11.2024 04:50:06;-13.95;-28.3;-19.8;-28.3;-18.13;31.9;26.5;5.4;-26.4;15.11.2024 19:37:20;16.11.2024 04:54:34
16.11.2024 07:00:00;16.11.2024 08:00:00;-0.01;-25.02;-13;-0.01;-11.21;45.1;27.9;17.2;-8.92;16.11.2024 01:35:18;16.11.2024 05:52:20;0.9;-25.03;-4.8;-2.4;-8.27;171.5;143.6;54.1;-7.76;16.11.2024 01:13:46;16.11.2024 05:56:37;-8.8;-18.85;-11.9;-17.76;-14.45;1.3;0.7;0.6;-17.6;15.11.2024 22:38:39;16.11.2024 05:35:23;-8.8;-40;-8.8;-40;-27.52;1;0.6;0.4;;16.11.2024 01:25:18;16.11.2024 03:43:02
16.11.2024 08:00:00;16.11.2024 09:00:00;1.5;-0.2;0.8;0.51;0.41;74.9;37.1;55.3;0.4;16.11.2024 04:53:08;16.11.2024 06:51:44;1.5;-7.1;0.02;0.6;0.13;209.5;183;53.7;0.31;15.11.2024 15:24:04;16.11.2024 06:54:48;0;-23.3;0;-10.1;-10.48;59.6;34.4;38.5;-11.91;15.11.2024 15:24:04;16.11.2024 06:59:09;3;-1.73;0.02;0;-0.48;23.2;17.6;8;0.08;15.11.2024 15:24:04;16.11.2024 06:59:00
16.11.2024 09:00:00;16.11.2024 10:00:00;2.38;-4;2.38;1;0.37;114.2;85;33.3;0.73;15.11.2024 15:23:32;16.11.2024 07:53:57;2.38;-12;2.38;1.64;-0.11;153.6;140.7;61.8;0.64;15.11.2024 15:23:32;16.11.2024 07:55:05;2.38;-30;2.38;-30;-16.58;58.6;51.3;10;-19.18;15.11.2024 15:23:32;16.11.2024 07:59:07;;;;;;0;0;0
16.11.2024 10:00:00;16.11.2024 11:00:00;1.64;-4.56;-1.16;1.64;-0.46;45.6;10.8;34.8;0.08;16.11.2024 02:29:34;16.11.2024 08:56:18;1.64;-4.56;1;1.64;-0.13;212.6;196.2;105.2;0.27;15.11.2024 15:23:09;16.11.2024 08:57:00;1;-20;1;-8;-8.87;143.9;85.8;70.7;-9.66;15.11.2024 15:23:09;16.11.2024 08:59:04;2.95;-8.61;2.95;-5.01;-4.44;50.7;30;22.8;-4.75;16.11.2024 06:24:55;16.11.2024 08:59:46
16.11.2024 11:00:00;16.11.2024 12:00:00;6.25;-3.2;-3.2;5.41;1.36;114.1;98.5;18.5;1.67;16.11.2024 05:25:19;16.11.2024 09:48:57;7.8;-12;-6.2;2.3;0.97;357.4;255.5;202.6;2.39;15.11.2024 23:07:03;16.11.2024 09:59:17;1.9;-20;0.98;0.05;-5.72;209.2;111.4;124.2;-5.76;15.11.2024 15:23:52;16.11.2024 09:48:42;1.1;-10.4;-1.4;-1;-2.99;55.4;21;36.4;-2.27;16.11.2024 06:07:06;16.11.2024 09:41:53
16.11.2024 12:00:00;16.11.2024 13:00:00;18;-5.97;-5.97;18;4.21;98.6;69.4;29.5;4.51;16.11.2024 07:09:18;16.11.2024 10:59:28;20.2;-7.6;1.3;20.2;5.18;419.1;244;266.9;7.27;15.11.2024 20:14:44;16.11.2024 10:59:48;17;-20;2.35;17;0.54;253.9;142.9;149.6;4.03;15.11.2024 15:24:43;16.11.2024 10:59:18;16.96;-7.7;-5.84;16.96;4.07;82.2;30.2;60;5.28;16.11.2024 07:00:00;16.11.2024 10:59:23
16.11.2024 13:00:00;16.11.2024 14:00:00;23;-11.44;0.32;15.8;12.28;134.1;51.2;82.9;13.35;15.11.2024 16:51:11;16.11.2024 11:59:43;30.5;-12;1.85;17.8;8.59;514.3;187.9;384;11.9;15.11.2024 15:24:19;16.11.2024 11:59:43;29.2;-9.9;1.85;12.91;11.22;192.1;108.9;93.9;17.23;15.11.2024 15:24:19;16.11.2024 11:59:49;22.16;-10.19;0.26;13.17;1.88;71.5;24.1;54.8;4.55;15.11.2024 16:51:11;16.11.2024 11:59:43
16.11.2024 14:00:00;16.11.2024 15:00:00;40.31;-5.44;1.85;20;12.65;125.5;70;62.9;19.13;15.11.2024 15:24:25;16.11.2024 12:57:03;13;-9.79;-5;4.07;5.48;467.6;256.1;375.6;8.93;16.11.2024 02:31:05;16.11.2024 12:54:17;16.05;-8.8;1.85;16.05;4.67;122.2;81.9;68.1;8.91;15.11.2024 15:24:25;16.11.2024 12:59:57;12.79;0.16;0.46;10.78;6.35;49.1;27.4;27.6;9.05;16.11.2024 10:26:33;16.11.2024 12:59:00
16.11.2024 15:00:00;16.11.2024 16:00:00;19.96;-4.51;1.62;-0.32;4.1;133.3;75.9;59.4;3.41;16.11.2024 10:27:47;16.11.2024 13:57:25;9.4;-9.92;2.55;1.39;2.94;440.3;334.6;237.1;3.59;15.11.2024 15:24:57;16.11.2024 13:57:13;18.86;-9.4;2.55;3.75;3.91;144.6;100.8;92.3;4.33;15.11.2024 15:24:57;16.11.2024 13:59:53;24.82;1.5;2.85;3.75;8.81;154.3;120.2;40.1;9.91;16.11.2024 10:45:03;16.11.2024 13:59:53
16.11.2024 16:00:00;16.11.2024 17:00:00;13;-6.7;3.55;6.88;4.63;176.7;145.1;31.7;2.48;15.11.2024 15:21:57;16.11.2024 14:57:03;15.6;-7.4;0.6;6.5;5.72;571.2;201.1;378;2.67;15.11.2024 15:21:45;16.11.2024 14:58:05;17.9;0.6;0.6;15;9.39;87.3;66;52.8;12.73;15.11.2024 15:21:45;16.11.2024 14:59:00;27.94;10.45;11;16.81;19.06;100;90;32.1;20.36;16.11.2024 10:25:20;16.11.2024 14:57:29
16.11.2024 17:00:00;16.11.2024 18:00:00;9.1;-2.25;-1.89;0.1;3.9;211.6;202.1;9.5;1.83;16.11.2024 11:01:06;16.11.2024 15:59:30;10.01;-7.8;3.33;0.64;3.34;476.4;105.2;399.1;2.35;15.11.2024 15:20:00;16.11.2024 15:59:05;25.92;3.33;18.09;23.05;15.71;78.4;60;40.4;21.34;15.11.2024 14:01:30;16.11.2024 15:59:47;31.48;15.5;15.5;23.82;22.41;79.4;58.2;33;22.89;16.11.2024 11:25:19;16.11.2024 15:59:46
16.11.2024 18:00:00;16.11.2024 19:00:00;8;-7.45;1.68;-0.89;3.67;203.1;192.2;14.3;2.35;16.11.2024 11:44:54;16.11.2024 16:56:04;8;-10;1.18;1.2;2.27;408.5;147.8;280.8;0.74;16.11.2024 02:01:22;16.11.2024 16:59:00;17;-0.5;5.35;10.02;9.99;76.5;56.5;43.1;10.46;15.11.2024 15:22:18;16.11.2024 16:59:53;35.4;-0.5;-0.5;14.58;19.66;111.6;79;75.3;21.28;16.11.2024 10:53:54;16.11.2024 16:59:37
16.11.2024 19:00:00;16.11.2024 20:00:00;8.28;-1.7;1.02;-0.22;3.66;182;169.3;24.6;0.65;16.11.2024 11:46:31;16.11.2024 17:59:55;2.85;-8.6;-7.6;-0.59;-0.74;87.4;54.2;57.2;-0.69;16.11.2024 02:36:00;16.11.2024 17:55:22;8;-6.68;-6.68;-0.55;2.17;92.9;63.5;33.8;0.34;16.11.2024 02:36:00;16.11.2024 17:54:32;26.38;2.42;7;2.85;9.58;89.1;75.5;50.9;9.67;16.11.2024 12:24:51;16.11.2024 17:59:40
16.11.2024 20:00:00;16.11.2024 21:00:00;4.34;-1.9;1.97;0.07;1.64;213.3;196.4;20.3;0.02;16.11.2024 11:46:46;16.11.2024 18:55:33;4.34;-7.6;-6.7;0.78;-0.36;203;110.3;129.7;0.04;16.11.2024 02:32:15;16.11.2024 18:55:05;3.01;-7.8;-6.7;0.65;0.38;88.2;52.2;39.5;0.36;16.11.2024 02:32:15;16.11.2024 18:59:10;39.55;0.85;2.88;0.85;7;87.7;67.5;44.9;9.29;16.11.2024 12:05:29;16.11.2024 18:59:29
16.11.2024 21:00:00;16.11.2024 22:00:00;9.2;-3.12;2.42;8.5;5.01;219.8;213.9;12.8;4.29;16.11.2024 11:47:08;16.11.2024 19:54:09;9.2;-7;-6.1;0.8;2.68;282.9;104.5;215.1;3.7;16.11.2024 02:32:05;16.11.2024 19:55:05;1.14;-14.95;-6.1;-2.51;-3.31;93.2;68.7;26.4;-4.93;16.11.2024 02:32:05;16.11.2024 19:59:00;1.76;-14.9;-2.4;-2;-2.64;146.1;83.4;66.8;-4.8;16.11.2024 11:47:00;16.11.2024 19:59:00
16.11.2024 22:00:00;16.11.2024 23:00:00;11.99;0.37;0.37;11.99;8.49;113.2;113.2;15.2;9.31;16.11.2024 09:23:10;16.11.2024 20:52:08;8;-7;-6.2;5.46;1.04;208;176.8;144.1;2.09;16.11.2024 02:31:44;16.11.2024 20:55:11;2.3;-9.9;-6.2;-7.45;-5.57;62.7;44.5;19.9;-7.41;16.11.2024 02:31:44;16.11.2024 20:59:52;2.3;-9.9;0;-4.71;-3.67;73.8;46;38.7;-4.65;16.11.2024 11:28:09;16.11.2024 20:59:00
16.11.2024 23:00:00;17.11.2024 00:00:00;14.99;1.4;1.4;14.99;7.55;126.4;126.4;21.5;10.98;16.11.2024 10:23:10;16.11.2024 21:52:09;10;-0.01;-0.01;5.41;5.47;173.2;163;107.4;5.25;16.11.2024 15:31:06;16.11.2024 21:55:00;-0.02;-38.66;-4.1;-0.16;-12.64;108.2;82.4;27.7;-9.87;16.11.2024 15:39:22;16.11.2024 21:59:00;1.4;-34.93;1.4;-0.16;-9.14;77.2;55.9;21.3;-8.52;16.11.2024 10:23:10;16.11.2024 21:59:00
17.11.2024 00:00:00;17.11.2024 01:00:00;3;-2.3;0.1;2;1.57;101.7;86.3;51.1;1.57;16.11.2024 22:23:01;16.11.2024 22:59:11;2.85;-2.3;0.1;2;0.99;59.4;18;43.4;0.99;16.11.2024 22:23:01;16.11.2024 22:59:11;2.39;-9.97;-5.2;-0.15;-2.3;113.8;32.1;87.1;-0.29;16.11.2024 17:46:10;16.11.2024 22:59:02;2.02;-9.8;-2.7;0;-2.96;67.5;50;26.9;-1;16.11.2024 18:23:45;16.11.2024 22:59:06
17.11.2024 01:00:00;17.11.2024 02:00:00;8.99;-0.8;-0.1;4.13;2.39;162.2;129.5;51.7;2.54;16.11.2024 19:04:15;16.11.2024 23:56:45;6.6;-0.8;-0.1;5.25;2.04;128.4;52.1;84.3;2.28;16.11.2024 19:04:15;16.11.2024 23:58:01;2.8;-5.4;-0.14;-0.1;-0.24;62.9;35.8;47.4;0.83;16.11.2024 19:12:42;16.11.2024 23:59:35;2.3;-5.4;1.47;-0.09;-0.23;36.8;25.4;16.3;0.52;16.11.2024 18:26:53;16.11.2024 23:59:30
17.11.2024 02:00:00;17.11.2024 03:00:00;3.7;0.09;1.64;0.73;2.35;164.8;144.8;44;2.39;16.11.2024 22:32:14;17.11.2024 00:56:45;5.45;0.04;1.64;0.3;1.49;173.1;93.7;109.2;1.45;16.11.2024 22:32:14;17.11.2024 00:58:48;3;-5.44;-2.98;1.17;-0.77;81.8;37.7;61;0.26;16.11.2024 21:00:00;17.11.2024 00:59:11;2;-5;-2.98;-0.11;-0.18;49.1;43.4;9.7;0.26;16.11.2024 21:00:00;17.11.2024 00:59:29
17.11.2024 03:00:00;17.11.2024 04:00:00;3.18;-4.5;1.64;-4.5;2.32;135;122.6;32.5;1.13;16.11.2024 22:42:32;17.11.2024 01:52:07;3.18;-1.6;1.64;0.64;1.1;184.3;100.9;111.1;0.58;16.11.2024 22:42:32;17.11.2024 01:59:00;2.47;-2.82;-2.3;0.64;0.33;69;41.3;32.7;0.26;16.11.2024 22:21:29;17.11.2024 01:59:00;1.98;-5.05;-2.31;-2.87;-0.57;37.1;27.7;10.3;0.03;16.11.2024 22:21:29;17.11.2024 01:49:59
17.11.2024 04:00:00;17.11.2024 05:00:00;12.1;0.2;0.2;12.1;3.21;153.8;138.5;34.9;5.08;16.11.2024 22:25:39;17.11.2024 02:57:46;15.1;0.2;0.2;15.1;5.43;239.5;83.4;187.9;6.45;16.11.2024 22:25:39;17.11.2024 02:59:43;5.44;-2.34;0.77;1.8;1.32;62.3;50.5;50.9;1.64;16.11.2024 19:19:38;17.11.2024 02:59:42;3.47;-0.01;0.63;1.8;1.39;15.5;14;2.8;1.39;17.11.2024 01:36:18;17.11.2024 02:59:55
17.11.2024 05:00:00;17.11.2024 06:00:00;20.95;0.4;1.64;20.12;4.02;164.8;145.2;39.8;10.82;16.11.2024 23:02:39;17.11.2024 03:56:31;23.9;0.4;1.64;19.07;9.92;194.2;54.3;169.1;12.22;16.11.2024 23:02:39;17.11.2024 03:56:31;1.8;1.36;1.36;1.36;1.37;4.6;4.6;4.6;1.37;17.11.2024 03:59:01;17.11.2024 03:59:21;23.85;3;4;23.85;7.75;21.8;19;2.8;7.75;17.11.2024 02:00:41;17.11.2024 03:52:10
17.11.2024 06:00:00;17.11.2024 07:00:00;26.99;2.2;2.2;22.71;9.9;179.4;123.7;77.7;22.16;16.11.2024 23:03:03;17.11.2024 04:58:57;25.1;2.09;2.8;21.02;16.45;186.2;54.7;140.1;22.03;16.11.2024 22:58:28;17.11.2024 04:59:23;6;3.9;6;3.9;5.81;3.3;3.3;3.3;5.81;17.11.2024 04:55:00;17.11.2024 04:59:10;23.3;2.75;3.5;22.71;11.09;28.8;28.4;0.4;15.71;17.11.2024 00:24:55;17.11.2024 04:58:57
17.11.2024 07:00:00;17.11.2024 08:00:00;14.8;5;5;5.19;6.54;101;98.3;2.9;7.7;16.11.2024 23:10:22;17.11.2024 05:59:14;14.8;5;5;5.19;7.86;188.2;78.4;165.7;8.88;17.11.2024 00:12:28;17.11.2024 05:59:14;;;;;;0;0;0;;;;44.25;7.86;18.9;44.25;18.17;48.1;30.4;17.7;18.23;17.11.2024 01:50:43;17.11.2024 05:54:17
17.11.2024 08:00:00;17.11.2024 09:00:00;11.6;5;6.3;7.4;10.14;183.7;166.3;19.3;10.56;16.11.2024 23:09:26;17.11.2024 06:59:31;19;6.3;6.3;7.4;9.5;130.3;87.3;103.9;9.51;16.11.2024 23:09:26;17.11.2024 06:59:31;7.2;6.1;6.3;6.1;6.55;9.2;9.2;9.2;6.55;17.11.2024 06:29:26;17.11.2024 06:59:01;43.95;12.5;23.23;40.5;18.66;17.9;14.7;4.4;18.39;16.11.2024 19:06:52;17.11.2024 06:55:39
17.11.2024 09:00:00;17.11.2024 10:00:00;17.66;7.92;9.8;8;11.54;176.1;170.8;9.8;11.78;17.11.2024 03:30:21;17.11.2024 07:57:37;16.83;7.8;7.8;8.82;10.99;133.4;56.6;104.3;11.28;17.11.2024 01:52:28;17.11.2024 07:57:37;12.6;9.29;12.6;9.3;10.22;11.9;11.9;11.9;10.22;17.11.2024 06:42:12;17.11.2024 07:59:30;42.69;17.7;26.19;24.21;21.89;17.8;13.7;5.1;21.63;16.11.2024 19:06:59;17.11.2024 07:59:31
17.11.2024 10:00:00;17.11.2024 11:00:00;29.09;8.08;8.08;15.9;12.6;95.7;95.1;29.9;14.93;17.11.2024 04:15:42;17.11.2024 08:58:10;12.06;7.08;7.1;7.8;8.48;169.5;156.1;129.8;8.48;16.11.2024 23:11:27;17.11.2024 08:59:35;12.06;7.13;10.1;8.72;9.69;88;24.8;70.8;9.18;17.11.2024 04:30:21;17.11.2024 08:59:30;35.15;11;11;29.62;21.75;40.3;33.5;7.8;24.73;16.11.2024 17:24:00;17.11.2024 08:59:30
17.11.2024 11:00:00;17.11.2024 12:00:00;10.65;7.35;10.2;7.78;9.07;101.2;84.9;24.3;8.92;17.11.2024 06:25:19;17.11.2024 09:57:41;10.65;5.01;8.7;5.01;8.28;257.9;194.3;205.5;8.23;16.11.2024 23:11:33;17.11.2024 09:59:33;11.3;6.59;8.8;6.59;9.17;81.8;36.2;67.3;9.2;17.11.2024 05:06:09;17.11.2024 09:57:57;25;9.23;11;20.01;14.49;120.1;91.9;41.3;15;16.11.2024 17:24:04;17.11.2024 09:59:00
17.11.2024 12:00:00;17.11.2024 13:00:00;9.64;2.1;9.64;3.3;6;71.5;41.9;30.8;5.49;17.11.2024 06:44:09;17.11.2024 10:59:55;10.17;-0.5;9.4;2;5.58;299.3;174.8;172.7;5.52;16.11.2024 23:11:38;17.11.2024 10:59:33;9.52;-5.48;9.2;2.6;4.08;80.5;44.6;36.2;3.73;17.11.2024 06:44:35;17.11.2024 10:59:05;18.05;3.2;11;3.2;10.4;163.5;132.7;39.9;10.15;16.11.2024 17:24:06;17.11.2024 10:59:33
17.11.2024 13:00:00;17.11.2024 14:00:00;9;2;9;2;5.64;54.8;31;26.1;4.86;17.11.2024 07:21:09;17.11.2024 11:58:04;10.6;0.8;10.1;4.1;4.83;166.6;97.6;126.4;4.22;17.11.2024 06:44:30;17.11.2024 11:59:22;14.13;1;7;3;7.35;48.7;26.8;26.6;7.43;17.11.2024 08:52:05;17.11.2024 11:59:03;21.57;2;13.57;3.47;10.9;131.6;101.2;33.5;10.53;16.11.2024 15:37:06;17.11.2024 11:59:01
17.11.2024 14:00:00;17.11.2024 15:00:00;9.78;-0.2;9;1.3;2.46;81.5;26.6;63.7;1.45;17.11.2024 08:47:10;17.11.2024 12:59:55;9.78;-0.32;9.7;0.13;2.08;149.9;96.1;99.6;1.39;17.11.2024 08:13:29;17.11.2024 12:59:00;20.79;4.2;19.7;14.1;12.68;95.1;69.1;29.7;12.68;17.11.2024 11:16:37;17.11.2024 12:59:57;22.86;8.43;22.86;10;15.34;41.2;35.2;9.4;14.93;17.11.2024 10:46:23;17.11.2024 12:59:59
17.11.2024 15:00:00;17.11.2024 16:00:00;7.95;-1.06;6.69;0.8;2.02;181.1;130;55.6;1.43;17.11.2024 07:04:40;17.11.2024 13:59:43;8;-1.06;7.9;0.8;2.14;249.9;87.6;196.9;1.58;17.11.2024 08:59:21;17.11.2024 13:59:43;35;19;20;31.1;26.85;209.9;63.9;150.8;27.42;16.11.2024 15:21:02;17.11.2024 13:59:53;34.18;19.58;20;30;26.07;107.9;47.6;62.9;26.57;16.11.2024 15:21:02;17.11.2024 13:59:30
17.11.2024 16:00:00;17.11.2024 17:00:00;8.49;-1.23;6.5;0.6;2.4;182.7;118.2;69.7;2.07;17.11.2024 06:34:35;17.11.2024 14:59:11;8.5;-1.23;8;0.6;3.14;344.8;200.4;228.3;2.18;16.11.2024 16:44:35;17.11.2024 14:59:11;38.07;20;20;22.9;30.53;138.3;82;59.6;32.93;16.11.2024 15:21:02;17.11.2024 14:56:49;37.95;20;20;28.16;31.09;108.8;50.1;59.7;31.04;16.11.2024 15:21:02;17.11.2024 14:59:14
17.11.2024 17:00:00;17.11.2024 18:00:00;8.33;-1.04;6.1;-0.5;3.52;173.5;65.6;116.4;2.09;17.11.2024 06:34:31;17.11.2024 15:59:56;8.33;-1.04;6.1;5;4.44;382;281.6;179.2;2.6;17.11.2024 06:34:31;17.11.2024 15:55:07;56.1;11.08;31;39;33.95;338.1;188;155;34.82;16.11.2024 17:36:10;17.11.2024 15:59:46;55.86;13.6;30.91;50.35;37.21;103.7;45.8;59.3;39.25;16.11.2024 19:12:07;17.11.2024 15:59:01
17.11.2024 18:00:00;17.11.2024 19:00:00;8.18;2.02;8.08;6.7;4.89;173.4;89.2;88.9;6.82;17.11.2024 07:36:52;17.11.2024 16:59:10;8.14;1;8.08;6.7;5.9;366;243.2;240.9;6.23;17.11.2024 07:36:52;17.11.2024 16:59:10;61;18.54;37.15;46.26;38.18;257.4;151.4;124;43.04;16.11.2024 16:09:28;17.11.2024 16:59:00;59.58;18.61;37.03;49;39.77;179.6;77.7;105;46.99;16.11.2024 15:20:05;17.11.2024 16:59:00
17.11.2024 19:00:00;17.11.2024 20:00:00;122.49;6.73;8.25;19.54;20.39;170.6;90.7;84.8;57.72;17.11.2024 07:35:54;17.11.2024 17:59:01;122.49;5.9;8.25;19.49;23.43;523.8;332.2;378;45.43;17.11.2024 07:35:54;17.11.2024 17:59:01;122.49;30;33.15;47.98;46.79;370.3;187.3;197.1;57.17;16.11.2024 15:39:21;17.11.2024 17:59:02;122.49;32.89;38;43;48.78;154.2;69.9;90.2;53.83;16.11.2024 18:11:13;17.11.2024 17:59:10
17.11.2024 20:00:00;17.11.2024 21:00:00;135.08;3.16;8.1;3.54;21.96;141.4;16;131.9;29.98;17.11.2024 14:12:48;17.11.2024 18:59:00;135.08;2.2;8.4;3.54;27.38;436.3;314.9;251.7;40.67;17.11.2024 07:37:00;17.11.2024 18:59:00;135.08;27;27;46;46.93;317.5;168.8;156.3;65.58;16.11.2024 15:21:26;17.11.2024 18:59:57;135.08;27;27;46;44.85;219.4;111.8;112.5;54.57;16.11.2024 15:21:26;17.11.2024 18:59:58
17.11.2024 21:00:00;17.11.2024 22:00:00;126.08;3;9.15;15.32;17.2;181.6;122.2;70.9;7.42;17.11.2024 08:59:27;17.11.2024 19:59:06;126.08;3.25;8.9;16.9;26.28;498.7;268.7;379.6;12.69;17.11.2024 07:37:08;17.11.2024 19:59:00;126.08;27;27;37.42;43.11;317;177.9;143.9;41.55;16.11.2024 15:21:26;17.11.2024 19:59:00;54.11;27;27;37.42;42.91;184;95.7;97.2;46.68;16.11.2024 15:21:26;17.11.2024 19:59:01
17.11.2024 22:00:00;17.11.2024 23:00:00;170.15;9.05;9.86;15.66;53.05;233.3;13.4;224.1;14.3;17.11.2024 14:48:20;17.11.2024 20:56:50;88.78;5;8.4;10.8;20.08;214;180.5;114.1;13.52;17.11.2024 10:41:36;17.11.2024 20:58:17;45.4;16.85;27;23.67;30.61;456.8;296.9;187.1;27.93;16.11.2024 15:21:26;17.11.2024 20:59:00;60.31;19.1;27;20.13;32.1;206.1;122.6;94.4;30.64;16.11.2024 15:21:26;17.11.2024 20:59:53
17.11.2024 23:00:00;18.11.2024 00:00:00;128.4;2.37;8.8;9.9;47.46;329.9;67.2;323.1;10.57;17.11.2024 10:58:41;17.11.2024 21:56:01;12.76;2.32;7.8;10.5;7.02;375.3;362.5;362.2;8.7;17.11.2024 09:00:19;17.11.2024 21:56:30;30;11;12;19.3;20.12;251.8;241.9;78.7;18.3;17.11.2024 14:00:07;17.11.2024 21:59:00;42.07;9.99;10.85;16.72;28.08;143.9;91.4;62.8;21.2;17.11.2024 14:31:30;17.11.2024 21:57:21
18.11.2024 00:00:00;18.11.2024 01:00:00;40.55;3;3;31.48;13.26;144.2;36.6;111.9;10.89;17.11.2024 15:22:29;17.11.2024 22:51:56;26.1;0;2;6.85;11.34;175.3;33.2;151.2;9.42;17.11.2024 15:22:38;17.11.2024 22:52:46;25.88;-4.54;3;15;12.68;316.7;259;116.8;10.42;17.11.2024 15:22:29;17.11.2024 22:58:24;82.85;15.01;41.05;37.99;43.39;167.5;62.6;111.7;35.4;17.11.2024 15:35:08;17.11.2024 22:54:05
18.11.2024 01:00:00;18.11.2024 02:00:00;16.51;3;3;9.85;10.71;109.5;28.1;84.7;10.39;17.11.2024 15:22:29;17.11.2024 23:59:00;26.1;2;2;9.85;12.12;247.2;43.1;225.1;9.83;17.11.2024 15:22:38;17.11.2024 23:59:00;26.5;2;3;13;13.78;399;291.5;164.8;9.76;17.11.2024 15:22:29;17.11.2024 23:59:00;59.74;12.4;58.9;28.05;40.76;238.1;134.5;103.6;36.98;17.11.2024 15:34:19;17.11.2024 23:59:58
18.11.2024 02:00:00;18.11.2024 03:00:00;27.44;3;3;5.7;12.15;113.8;4.9;108.9;7.5;17.11.2024 15:22:29;18.11.2024 00:51:57;29.48;2;2;5.9;13.93;221.7;60.4;201.4;6.98;17.11.2024 15:22:38;18.11.2024 00:54:16;29.48;2;3;10.23;14.89;359.2;278;144.7;12.3;17.11.2024 15:22:29;18.11.2024 00:59:38;47.95;19.84;47.1;28.37;34;158.7;81.4;80.2;31.12;17.11.2024 15:32:45;18.11.2024 00:59:08
18.11.2024 03:00:00;18.11.2024 04:00:00;29.5;3;3;6.58;13.01;109.1;9.8;101;9.13;17.11.2024 15:22:29;18.11.2024 01:59:00;34.85;2;2;6.58;14.89;274.8;71.6;241;6.82;17.11.2024 15:22:38;18.11.2024 01:59:10;34.85;2;3;8.34;13.58;328.3;260.1;118.4;7.46;17.11.2024 15:22:29;18.11.2024 01:59:09;55.69;19.09;49.54;20.08;36.1;186.5;91.7;96.5;34.4;17.11.2024 15:38:29;18.11.2024 01:59:27
18.11.2024 04:00:00;18.11.2024 05:00:00;43.2;3;3;12.28;30.93;306.2;56.8;301.8;29.33;17.11.2024 15:22:29;18.11.2024 02:59:02;34.41;0.5;2;6.65;13.47;216.8;80.2;204.2;3.13;17.11.2024 15:22:38;18.11.2024 02:55:35;41;2;3;15.6;19.08;297.1;257.1;104.4;11.04;17.11.2024 15:22:29;18.11.2024 02:59:30;57.31;10.53;49.34;13;37.47;160;85.8;74.4;33.31;17.11.2024 15:32:45;18.11.2024 02:58:17
18.11.2024 05:00:00;18.11.2024 06:00:00;65;13.05;15.1;20;45.76;278.4;37.4;262.4;20.59;17.11.2024 18:57:47;18.11.2024 03:59:44;36.87;6.4;36.87;6.4;15.11;75.3;70.8;71.3;15.06;17.11.2024 19:14:26;18.11.2024 03:58:39;55;15;35;22.27;34.98;530.7;298.5;256.3;21.88;17.11.2024 15:20:00;18.11.2024 03:59:44;64.97;13.05;35;13.05;37.26;137.1;82.3;56.8;20.16;17.11.2024 15:20:00;18.11.2024 03:59:00
18.11.2024 06:00:00;18.11.2024 07:00:00;160.02;13.39;13.39;25;71.76;199.5;32.4;175.4;29.01;17.11.2024 15:20:32;18.11.2024 04:59:10;160.02;17.53;150.01;25;98.02;240;72.7;182.7;28.61;17.11.2024 19:14:26;18.11.2024 04:59:10;160.02;50.02;58.1;51.54;72.91;448.8;288.4;212.1;56.61;17.11.2024 15:35:01;18.11.2024 04:59:59;150.01;51.26;58.1;61.79;62.75;97.7;56.5;42.8;56.61;17.11.2024 15:35:01;18.11.2024 04:59:59
